TID,KR,EN,TW,JP
darknix_quest_20_7,고대신룡 캡슐 Lv28 성장하고 던전으로 가기,4. Go to Dungeon after fostering God Dragon(capsule) to Lv.28,古代神龍封裝培養至Lv28，然後前往地下迷宮,
darknix_quest_20_reward,성장지원! 고대신룡을 성장 시켜 주세요! \n 캡슐 Lv+1 20개,Raise your God Dragon! /n Capsule Lv+1 x20,成長支援！請培養古代神龍！\n 封裝 Lv+1 20顆,
darknix_quest_20_support,하늘의 신전에서 획득가능!,Can be obtained from the Sky Temple!,在天神殿可獲得！,
darkNixAttackAll1,자 버텨봐라!!,Take this!,來啊，堅持住！！,
darkNixAttackAll2,저승으로 보내주마!,I will send you all to hell!,讓我送你去見閻王!,
darkNixAttackAll3,사이좋게 죽음으로!,Death awaits you!,一起去死吧！,
darkNixAttackAll4,버텨내 보시지!,Try and endure this!,看看你能堅持多久！,
darkNixAttackAll5,으하하!! 받아라!,Bwahahaha! Take this!,哈哈哈！！接招！！,
darkNixAttackBlock1,이따위 힘 따위 어설프구나!,Is that all the strength you've got? Pathetic!,你就只有這招?,
darkNixAttackBlock2,더 공격해봐라!,Is that all?,再攻擊啊！,
darkNixAttackBlock3,으하하하하핫!!,Whahahaa!,哈哈哈哈哈！！,
darkNixAttackBlock4,공격이 모두 보이는군!,Typical attack strategy!!,攻擊都被我破綻百出了!,
darkNixAttackBlock5,그렇게 나오는 거냐?,What was that?,就這樣??,
darkNixAttackCritical1,크크크! 두려움을 느끼게 해주마!,Kekeke! I will make you feel fear.,咔咔咔! 讓你嚐嚐恐懼的滋味吧!,
darkNixAttackCritical2,받아라! 나의 일격을!!,Take my strike!,接招吧！我的一擊！！,
darkNixAttackCritical3,너의 오만함을 후회해라!,Regret your arrogance.,不自量力的蠢蛋，去死吧!,
darkNixAttackCritical4,우하하하하하!!,Wahahaha!,嗚哈哈哈哈哈！！,
darkNixAttackCritical5,후회해도 이미 늦었다! 크하하!!,It's too late for regrets! Hahaha,後悔也已經太遲了！咔咔咔！！,
darkNixAttackCriticalOne1,크하하하! 간단하군!,That was easy!,咔咔咔! 太弱了!,
darkNixAttackCriticalOne2,희망은 없다!!,There's no hope!,你們連一絲希望都沒有!!,
darkNixAttackCriticalOne3,죽음이 다가온다!!,Death is coming!,死亡正逼近呢!!,
darkNixAttackCriticalOne4,파멸의 냄새가 난다!!,Smell the destruction!,感受一下毀滅的氣息吧!!,
darkNixAttackCriticalOne5,이승과 하직할 시간이다!,Bid farewell to this world!,你是時候和這世界告別了!,
darkNixAttackNormal1,어딜 한눈파는 거지?!,Where are you looking?,居然在分心？！,
darkNixAttackNormal2,여유도 거기 까지다!,No time to relax!,從那裡開始，你的從容也到此為止！,
darkNixAttackNormal3,이걸 방어해보시지!,Try and block this!,看招!,
darkNixAttackNormal4,어디 피해 보라고! 으하하!,Do you think you can hide from me? Hahaha,閃躲吧! 哈哈哈!,
darkNixAttackNormal5,발버둥쳐라! 크크크! 으하하!!,Squirm! Kekeke! Hahaha!,掙扎吧! 咔咔咔! 哈哈哈!!,
darkNixAttackStart1,환영한다! 나의 먹이 들아!,I welcome you! My prey!!,歡迎吧！我的獵物們！,
darkNixAttackStart2,두려움을 안겨주마!,Fear the darkness!,因為恐懼而失去了理智嗎?!,
darkNixAttackStart3,좋은 먹잇감들이군!,Easy sacrifice!,你們簡直令人垂涎三尺!,
darkNixAttackStart4,공포를 느끼게 해주마,I will make you quiver in fear!,恐怖的滋味怎麼樣？,
darkNixAttackStart5,으하하하핫! 죽음으로 사죄하라,Bwahahaha! Your death will be my reward!,哈哈哈! 以死謝罪吧,
darkNixAttackWin1,쉬운 상대였다.,That was too easy.,弱弱的獵物!,
darkNixAttackWin2,자...! 죽음 속으로!!,Now! To your death!,來...! 去死吧!!,
darkNixAttackWin3,느껴라! 공포의 결말을!,Feel your horrific end!,享受一下!終矣!!,
darkNixAttackWin4,너의 선택을 후회해라!,Your fate is sealed.,後悔你的選擇吧！,
darkNixAttackWin5,이것이 너의 운명이다!,Take on your fate.,這就是你的命運！,
darknixElement,정기를 사용하여 용의 체력이 회복 되었습니다.\n남은 정기 갯수는 %d개 입니다.,Use elements to recover stamina.\nYou now have %d elements.,使用了元素，龍的體力已恢復。\n剩餘元素數量是 %d 個。,
darknixElementFail,정기가 부족하여 치료를 할 수가 없습니다.,Can not cure due to lack of elements.,元素不足，無法治療。,
darknixElementFailMsg1,치료가 필요 하지 않습니다.,Does not need cure.,不需要治療。,
darknixElementFailMsg2,이미 체력이 다 소진된 용은 치료 할 수 없습니다.,Cannot cure dragons with no stamina.,無法治療體力已經耗盡的神龍。,
darknixElementFailMsg3,정기가 부족하여 더 이상 치료를 할 수가 없습니다.,Lack of elements. Can not cure anymore.,元素不足，無法繼續治療。,
darknixElementFailMsg4,3번의 치료 기회를 다 사용하셨습니다.,You have used all 3 cure opportunities.,您已用完3個回合的治療機會。,
darkPiece,어둠의 조각,Shard of darkness,黑暗碎片,
darkSideResult,어둠의 진영,Dark Side Result,黑暗勢力,
darkSource,어둠의 근원,Dark Source,黑資源,
darkspell_b,"매턴 체력-10%, 데미지+10%","Health -10%, Damage +10% every turn",每回合體力-10%，傷害+10%,
darkspell_g,파티가 입은 데미지의 10%만큼 회복한다.,Recover 10% of damage party has suffered.,恢復隊伍所受傷害的 10%.,
darkspell_o,주는 데미지150% 받는 피해량 150%,"Damage to enemy 200%, damage received 150%",造成傷害 150%，承受傷害 150%,
darkspell_r,체력을 상실한만큼 데미지가 증가한다.,Damage increase as much as health lost,隨著失去的體力，傷害會增加。,
darkspell_y,"공격 능력을 상실하며, 받는 데미지의 2배를 반사","Lose attacking ability, and reflect twice damage received.",失去攻擊能力，並反射所受傷害的 2 倍。,
darkvane_name,[다크베인],[Dark Vane],[黑暗貝恩],
dataRollback,백섭으로 인해 전쟁 참여가 취소 되었습니다.\n다시 참여해 주시기 바랍니다.,You've enetered with old data.\nPlease register again.,因為伺服器回溯，所以取消參與戰爭。\n請重新參與戰爭。,
dataRollbackWarStarted,백섭으로 인해 전쟁 참여가 취소 되었습니다.\n전쟁이 이미 시작 되었으므로 다시 참여 하실 수 없습니다.,You've entered with old data.\nCannot register since war started.,因為伺服器回溯，所以取消參與戰爭。\n戰爭已經開始，現在無法重新參與。,
dataSaved,데이터를 저장했습니다.,Data has been saved.,資料已儲存。,
dataSaveFailed,서버 연결에 실패하여 데이터를 저장하지 못했습니다.,Failed to save data.\nPlease check your network connection and try again.,資料儲存失敗，請檢查網路連線並重試。,
day,일,day(s),日/天,
defeatSlayer,슬레이어와의 전투에서 승리했습니다! 세 가지 보상중 한가지를 선택해주세요.,Defeated battle against Slayer! Please pick a reward.,在與屠殺者的戰鬥中獲勝！請選擇三項獎勳中的一項。,
defeatTower,고대의 탑을 정복했습니다! 세 가지 보상중 한가지를 선택해주세요.,You have conquered Ancient Tower! Please pick a reward.,征服了古代之塔！請從三項獎勳中選擇一項。,
defensiveListTab,방어기록,DEFENSE,防禦紀錄,
defGem,방어력 젬,Defense Gem,防禦力寶石,
defGemResult,방어력 젬 다음 단계,Defense gem next level,防禦力寶石 下一階段,
delete,삭제,Delete,刪除,
deleteAccountUIFailure,계정 탈퇴가 실패되었습니다.,Account deletion failed.,帳戶註銷失敗。,
deleteAccountUINick,닉네임 : %s,Nickname : %s,暱稱：%s,
deleteAccountUINotRestored,탈퇴한 계정은 다시 복구할 수 없습니다.,Deleted accounts can't be restored.,註銷的帳戶無法恢復。,
deleteAccountUIPlaceHolder,닉네임을 정확히 입력해주세요.,Please enter your nickname correctly.,請準確輸入暱稱。,
deleteAccountUIQuestion,탈퇴하시겠습니까?,Delete?,您確定要註銷帳戶嗎？,
deleteAccountUISuccess,계정 탈퇴가 완료되었습니다.,Your account has been deleted.,帳戶註銷已完成。,
deleteAccountUIWarning,지금까지 진행한 데이터가 모두 사라집니다.\n탈퇴한 계정은 다시 복구할 수 없습니다.,All your game data will disappear.\nDeleted accounts can't be restored.,目前為止進行的所有資料將會消失。\n註銷的帳戶無法恢復。,
deleteAccountUIWarning2,사용하셨던 닉네임은 다시 사용할 수 없습니다.,Nickname you used can't be reused.,您使用過的暱稱將無法再次使用。,
deleteLabel,계정삭제,DELETE\nACCOUNT,刪除帳戶,
devineAmount,디바인스톤 x%d,Divine Stone x%d,神石 x%d,
diaAlreadySent,하루에 한 명한테만 선물할 수 있습니다.,You can send diamond only once to one friend.,每名好友一天只能贈送一次。,
diaGiftSent,다이아를 선물했습니다.,You've sent diamonds to your friend,已送出鑽石禮物。,
diaGoldName,황금 다이아,Golden Diamond,黃金鑽石,
DIAMOND_PAYMENT_ERROR,다이아 결제 오류,Diamond purchase error,鑽石 %d個,
diamondCardReward,다이아 %d개,%d diamond(s),黃金鑽石 %d個,
diamondGoldCardReward,황금 다이아 %d개,%d Golden Diamond(s),收到 %d個鑽石。\n \n鑽石 %d -> %d,
diamondRewardMessage,다이아 %d개가 지급되었습니다.\n \n다이아 %d -> %d,Received %d diamonds.\n \nDiamonds %d -> %d,鑽石,
diceEnchant,강화하기,Enchant,強化,
diceEnchantMaterial,강화 재료,Enchant Materials,強化材料,
diceNotAreaMsg,주사위 활성화 지역이 아닙니다.,This area is currently not under the DICE's influence.,這不是骰子啟用區域。,
diceReRoll,다시 굴리기,Rolling again,重新擲骰,
diceRoll,굴리기,Rolling,擲骰,
disconnected,서버와 연결이 끊어졌습니다.,Connection with server has been lost.,伺服器連線中斷。,
DOWNLOADING_RESOURCES,리소스를 다운로드합니다.,Downloading resource.,正在下載資源。,
DOWNLOADING_RESOURCES_FAIL,리소스 다운로드를 실패하였습니다.\n네트워크 상태를 확인 후 다시 실행해 주세요.,Resource download failed.\nPlease check the network connection..,資源下載完成。\n請重新啟動遊戲。,
DOWNLOADING_RESOURCES_FAIL2,리소스 다운로드를 실패하였습니다.\n다시 시도하시겠습니까?\n <red>*용량 및 네트워크를 확인하세요.</red>,Failed to download the resources. Try again?\n <red>*Check your network and capacity.</red>,資源下載失敗。\n請確認網絡狀態後重新啟動遊戲。,
DOWNLOADING_RESOURCES_QUESTION,"리소스 업데이트가 있습니다.\n 3/4G 사용시 추가 요금이 발생할 수 있으니,\nWi-Fi 환경에서 내려받으실 것을 권장합니다.\n다운로드 하시겠습니까?",Updates available.\nConnecting to Wi-Fi is strongly recommended\nas there may be additional costs for 3/4G users.,資源下載失敗。\n您是否要重新嘗試？\n<red>*請確認容量和網絡狀態。</red>,
DOWNLOADING_RESOURCES_SUCCESS,리소스 다운로드가 완료되었습니다.\n게임을 재시작해 주시기 바랍니다.,Press 'OK' to reconnect.,有資源更新。\n使用 3/4G 網絡可能會產生額外費用，\n建議在 Wi-Fi 環境下下載。\n您要下載嗎？,
DRAGON_BONUS_DAMAGE_INFO,*위 드래곤 중 <red>1종이 포함</red>될 때 마다 모든 드래곤이 <red>50% 추가 피해</red>를 줍니다. \n*등급용은 등급에 상관업이 추가 피해 보너스를 받을 수 있습니다.,"*When <red>1 type</red> of the above dragons is included, all dragons deal <red>50% additional damage</red>. \n*Dragons for ranking can receive additional damage bonuses regardless of their rank.",*當包含上述龍的<red>1種</red>時，所有龍會造成<red>50%額外傷害</red>。\n*用於等級的龍無論等級如何都可以獲得額外傷害加成。,
DRAGON_CODIFIER_DISABLE_0,장신구를 장착한 드래곤은 사용할 수 없습니다.,Unequip the accessory before use Dragon Codifier.,裝備了飾品的龍無法使用。,
DRAGON_CODIFIER_DISABLE_1,젬을 장착한 드래곤은 사용할 수 없습니다.,Unequip the gems before use Dragon Codifier.,裝備了寶石的龍無法使用。,
DRAGON_CODIFIER_DISABLE_2,장식을 장착한 드래곤은 사용할 수 없습니다.,Unequip the skin before use Dragon Codifier.,裝備了裝飾品的龍無法使用。,
DRAGON_OBTAIN_INFO,획득한 드래곤은 알 형태로 가방에 지급됩니다.,The obtained dragon will be given \nto your bag in egg form.,獲得的龍將以蛋的形式發放到背包中。,
DRAGON_ONLY_CARD_CODE,카드 전용\n드래곤,Dragon only\nCard code,卡片專用龍,
DRAGON_SKIN_PROBABILITY,드래곤 장식 확률,Dragon Skin Probability,龍皮膚概率,
dragon_type_0,성체 드래곤,Adult Dragon,成體龍,
dragon_type_1,캡슐 드래곤,Capsule Dragon,膠囊龍,
dragon_type_2,각성 드래곤,Awakened Dragon,覺醒龍,
dragon_type_3,초월 드래곤,Transcended Dragon,超越龍,
dragon_upgrade_empty,"각성 가능한 드래곤이 없습니다.\n각성조건 : Lv40, 1차 캡슐 드래곤","No dragon can be awakened.\nCondition for awakening: Lv40, 1st class capsule dragon",目前沒有可以覺醒的龍。\n覺醒條件：Lv40，1階膠囊龍。,
DRAGON_VOTE_1,메인,MAIN,主頁,
DRAGON_VOTE_2,랭킹,RANK,排名,
DRAGON_VOTE_3,해당 드래곤에게 투표하시겠습니까?\n투표 용지가 소모됩니다.,Do you want to vote to this dragon?\nVote paper will consumed,您是否要投票給這隻龍？投票票數將被消耗。,
dragonAscendMsg,%s 레벨 <lightgreen>%d</lightgreen>,%s's level <lightgreen>%d</lightgreen>,%s 等級 <lightgreen>%d</lightgreen>,
dragonAscendRewardMsg,<red>축하합니다.</red><lightbrown> 다이아 %d개</lightbrown><red>를 얻었습니다.</red><lightgreen>\n%s</lightgreen>은(는) 당신에게 고마움을 표시하며\n빛에 둘러 싸여 하늘로 올라갔다.,<red>Congratulations.</red>Received <lightbrown> %d diamonds</lightbrown><red>.</red><lightgreen>\n%s</lightgreen> ascended while\nbeing surrounded by light.,<red>恭喜您。</red><lightbrown> 獲得了 %d 顆鑽石。</lightbrown><red>。</red><lightgreen>\n%s</lightgreen> 表示感謝並被光輝包圍，升向天空。,
dragonAttack,나의 공격\n%d의 데미지를 주었다.,My attack!\nGave %d damage.,我的攻擊\n造成了 %d 的傷害。,
dragonAttackAll1,자! 동시에 공격한다!!,Now! Attack simultaneously!!,來吧！同時攻擊！！,
dragonAttackAll2,모두! 힘을 모아!!,Everyone! Gather your strength!!,大家! 全力以赴!!,
dragonAttackAll3,방어하지 못하게 해주지!!,Will make sure you can't defend yourself!!,我不會讓你成功擋下!!,
dragonAttackAll4,우리에게! 도망갈 수 없어!!,To us! You can't run away!!!,不能退縮!!不要逃避!!,
dragonAttackAll5,이야아아아아아아압!!,Yeahhhhhhhhhhhhh!!!,啊啊啊啊啊啊啊!!,
dragonAttackBlock1,좋아! 공격이 보여!,Good! I can see the attack strategy!!,好，我看穿他的攻擊了!,
dragonAttackBlock2,할 수 있어!,You can do it!!,做得到!,
dragonAttackBlock3,느려!!,Slow!!!!,真慢!!,
dragonAttackBlock4,버틸 수 있어!,You can hold out!!,堅持著!,
dragonAttackBlock5,이 정도 따위!!,This is easy!!!,其實不難!!,
dragonAttackBlocked,%s\n%d의 데미지를 주었다.,%s\nGave %d damage.,%s\n對目標造成%d點的傷害。,
dragonAttackCritical,스킬 발동!!\n%d의 데미지를 주었다.,Critical attack!!\nGave %d damage.,致命一擊!!\n對目標造成%d點的傷害。,
dragonAttackCritical1,혼신의 일격이다!!,Deathblow!!,渾身一擊!!,
dragonAttackCritical2,이것도 방어해 보시지!!!,Try and defend yourself from this!!!,看招!!!,
dragonAttackCritical3,나의 필살기다!!,This is my lethal move!!!,必殺一擊!!,
dragonAttackCritical4,이 일격에 모든 것을 건다!,Placing all bets on this attack!!,我這一擊，賭上一切!,
dragonAttackCritical5,받아라! 궁극의 공격!!,Take this! My extreme attack!!,接招! 這是最後一擊!!,
dragonAttackDodge,%s\n%s이(가) 공격을 피했다.,%s\n%s dodged attack.,%s\n%s閃躲攻擊。,
dragonAttackDouble1,빈틈!!!,Breach!!,破綻!!!,
dragonAttackDouble2,집중공격!!!,Assault!!!,集中攻擊!!!,
dragonAttackDouble3,좋아! 이곳이야!!,Good! Right here!!,好! 就是這裡!!,
dragonAttackDouble4,빈틈 발견!!,Breach identified!!!,發現弱點!!,
dragonAttackDouble5,방어할 수 없을걸!!,You can't defend yourself from this!!!,不準迴避!!,
dragonAttackNormal1,먹어라!!,Take this!!!,死吧!!,
dragonAttackNormal2,이건 어떠냐!!,What do you think of this?!!!,這一招怎麼樣!!,
dragonAttackNormal3,이야아아압!!,Yahhhhhhh!!!,啊啊啊啊啊!!,
dragonAttackNormal4,받아라!!,Take that!!!,接招!!,
